"Start time UTC","End time UTC","Wind power generation - 15 min data"
"2024-02-09T22:15:00.000Z","2024-02-09T22:30:00.000Z","479"
"2024-02-09T22:30:00.000Z","2024-02-09T22:45:00.000Z","467"
"2024-02-09T22:45:00.000Z","2024-02-09T23:00:00.000Z","455"
"2024-02-09T23:00:00.000Z","2024-02-10T00:00:00.000Z","402.04"
"2024-02-09T23:15:00.000Z","2024-02-09T23:30:00.000Z","419"
"2024-02-09T23:30:00.000Z","2024-02-09T23:45:00.000Z","404"
"2024-02-09T23:45:00.000Z","2024-02-10T00:00:00.000Z","385"
"2024-02-10T00:00:00.000Z","2024-02-10T01:00:00.000Z","386.44"
"2024-02-10T00:15:00.000Z","2024-02-10T00:30:00.000Z","384"
"2024-02-10T00:30:00.000Z","2024-02-10T00:45:00.000Z","391"
"2024-02-10T00:45:00.000Z","2024-02-10T01:00:00.000Z","385"
"2024-02-10T01:00:00.000Z","2024-02-10T02:00:00.000Z","390.74"
"2024-02-10T01:15:00.000Z","2024-02-10T01:30:00.000Z","395"
"2024-02-10T01:30:00.000Z","2024-02-10T01:45:00.000Z","388"
"2024-02-10T01:45:00.000Z","2024-02-10T02:00:00.000Z","388"
"2024-02-10T02:00:00.000Z","2024-02-10T03:00:00.000Z","408.04"
"2024-02-10T02:15:00.000Z","2024-02-10T02:30:00.000Z","400"
"2024-02-10T02:30:00.000Z","2024-02-10T02:45:00.000Z","412"
"2024-02-10T02:45:00.000Z","2024-02-10T03:00:00.000Z","421"
"2024-02-10T03:00:00.000Z","2024-02-10T04:00:00.000Z","429.05"
"2024-02-10T03:15:00.000Z","2024-02-10T03:30:00.000Z","421"
"2024-02-10T03:30:00.000Z","2024-02-10T03:45:00.000Z","428"
"2024-02-10T03:45:00.000Z","2024-02-10T04:00:00.000Z","435"
"2024-02-10T04:00:00.000Z","2024-02-10T05:00:00.000Z","477.91"
"2024-02-10T04:15:00.000Z","2024-02-10T04:30:00.000Z","449"
"2024-02-10T04:30:00.000Z","2024-02-10T04:45:00.000Z","479"
"2024-02-10T04:45:00.000Z","2024-02-10T05:00:00.000Z","505"
"2024-02-10T05:00:00.000Z","2024-02-10T06:00:00.000Z","582.56"
"2024-02-10T05:15:00.000Z","2024-02-10T05:30:00.000Z","545"
"2024-02-10T05:30:00.000Z","2024-02-10T05:45:00.000Z","588"
"2024-02-10T05:45:00.000Z","2024-02-10T06:00:00.000Z","612"
"2024-02-10T06:00:00.000Z","2024-02-10T07:00:00.000Z","671.18"
"2024-02-10T06:15:00.000Z","2024-02-10T06:30:00.000Z","650"
"2024-02-10T06:30:00.000Z","2024-02-10T06:45:00.000Z","663"
"2024-02-10T06:45:00.000Z","2024-02-10T07:00:00.000Z","684"
"2024-02-10T07:00:00.000Z","2024-02-10T08:00:00.000Z","764.43"
"2024-02-10T07:15:00.000Z","2024-02-10T07:30:00.000Z","740"
"2024-02-10T07:30:00.000Z","2024-02-10T07:45:00.000Z","767"
"2024-02-10T07:45:00.000Z","2024-02-10T08:00:00.000Z","791"
"2024-02-10T08:00:00.000Z","2024-02-10T09:00:00.000Z","757.59"
"2024-02-10T08:15:00.000Z","2024-02-10T08:30:00.000Z","779"
"2024-02-10T08:30:00.000Z","2024-02-10T08:45:00.000Z","758"
"2024-02-10T08:45:00.000Z","2024-02-10T09:00:00.000Z","738"
"2024-02-10T09:00:00.000Z","2024-02-10T10:00:00.000Z","663.65"
"2024-02-10T09:15:00.000Z","2024-02-10T09:30:00.000Z","699"
"2024-02-10T09:30:00.000Z","2024-02-10T09:45:00.000Z","665"
"2024-02-10T09:45:00.000Z","2024-02-10T10:00:00.000Z","633"
"2024-02-10T10:00:00.000Z","2024-02-10T11:00:00.000Z","534.03"
"2024-02-10T10:15:00.000Z","2024-02-10T10:30:00.000Z","581"
"2024-02-10T10:30:00.000Z","2024-02-10T10:45:00.000Z","538"
"2024-02-10T10:45:00.000Z","2024-02-10T11:00:00.000Z","498"
"2024-02-10T11:00:00.000Z","2024-02-10T12:00:00.000Z","369.71"
"2024-02-10T11:15:00.000Z","2024-02-10T11:30:00.000Z","401"
"2024-02-10T11:30:00.000Z","2024-02-10T11:45:00.000Z","367"
"2024-02-10T11:45:00.000Z","2024-02-10T12:00:00.000Z","341"
"2024-02-10T12:00:00.000Z","2024-02-10T13:00:00.000Z","265.17"
"2024-02-10T12:15:00.000Z","2024-02-10T12:30:00.000Z","280"
"2024-02-10T12:30:00.000Z","2024-02-10T12:45:00.000Z","262"
"2024-02-10T12:45:00.000Z","2024-02-10T13:00:00.000Z","250"
"2024-02-10T13:00:00.000Z","2024-02-10T14:00:00.000Z","288.38"
"2024-02-10T13:15:00.000Z","2024-02-10T13:30:00.000Z","274"
"2024-02-10T13:30:00.000Z","2024-02-10T13:45:00.000Z","286"
"2024-02-10T13:45:00.000Z","2024-02-10T14:00:00.000Z","305"
"2024-02-10T14:00:00.000Z","2024-02-10T15:00:00.000Z","381.93"
"2024-02-10T14:15:00.000Z","2024-02-10T14:30:00.000Z","352"
"2024-02-10T14:30:00.000Z","2024-02-10T14:45:00.000Z","373"
"2024-02-10T14:45:00.000Z","2024-02-10T15:00:00.000Z","415"
"2024-02-10T15:00:00.000Z","2024-02-10T16:00:00.000Z","536.59"
"2024-02-10T15:15:00.000Z","2024-02-10T15:30:00.000Z","498"
"2024-02-10T15:30:00.000Z","2024-02-10T15:45:00.000Z","545"
"2024-02-10T15:45:00.000Z","2024-02-10T16:00:00.000Z","564"
"2024-02-10T16:00:00.000Z","2024-02-10T17:00:00.000Z","650.17"
"2024-02-10T16:15:00.000Z","2024-02-10T16:30:00.000Z","625"
"2024-02-10T16:30:00.000Z","2024-02-10T16:45:00.000Z","656"
"2024-02-10T16:45:00.000Z","2024-02-10T17:00:00.000Z","668"
"2024-02-10T17:00:00.000Z","2024-02-10T18:00:00.000Z","673.67"
"2024-02-10T17:15:00.000Z","2024-02-10T17:30:00.000Z","683"
"2024-02-10T17:30:00.000Z","2024-02-10T17:45:00.000Z","678"
"2024-02-10T17:45:00.000Z","2024-02-10T18:00:00.000Z","665"
"2024-02-10T18:00:00.000Z","2024-02-10T19:00:00.000Z","619.39"
"2024-02-10T18:15:00.000Z","2024-02-10T18:30:00.000Z","622"
"2024-02-10T18:30:00.000Z","2024-02-10T18:45:00.000Z","615"
"2024-02-10T18:45:00.000Z","2024-02-10T19:00:00.000Z","621"
"2024-02-10T19:00:00.000Z","2024-02-10T20:00:00.000Z","646.28"
"2024-02-10T19:15:00.000Z","2024-02-10T19:30:00.000Z","638"
"2024-02-10T19:30:00.000Z","2024-02-10T19:45:00.000Z","644"
"2024-02-10T19:45:00.000Z","2024-02-10T20:00:00.000Z","656"
"2024-02-10T20:00:00.000Z","2024-02-10T21:00:00.000Z","678.63"
"2024-02-10T20:15:00.000Z","2024-02-10T20:30:00.000Z","683"
"2024-02-10T20:30:00.000Z","2024-02-10T20:45:00.000Z","680"
"2024-02-10T20:45:00.000Z","2024-02-10T21:00:00.000Z","679"
"2024-02-10T21:00:00.000Z","2024-02-10T21:15:00.000Z","679"
"2024-02-10T21:15:00.000Z","2024-02-10T21:30:00.000Z","705"
"2024-02-10T21:30:00.000Z","2024-02-10T21:45:00.000Z","719"
"2024-02-10T21:45:00.000Z","2024-02-10T22:00:00.000Z","720"
"2024-02-10T22:00:00.000Z","2024-02-10T23:00:00.000Z","750.04"
"2024-02-10T22:15:00.000Z","2024-02-10T22:30:00.000Z","732"
"2024-02-10T22:30:00.000Z","2024-02-10T22:45:00.000Z","746"
"2024-02-10T22:45:00.000Z","2024-02-10T23:00:00.000Z","751"
"2024-02-10T23:00:00.000Z","2024-02-11T00:00:00.000Z","805.85"
"2024-02-10T23:15:00.000Z","2024-02-10T23:30:00.000Z","773"
"2024-02-10T23:30:00.000Z","2024-02-10T23:45:00.000Z","796"
"2024-02-10T23:45:00.000Z","2024-02-11T00:00:00.000Z","828"
"2024-02-11T00:00:00.000Z","2024-02-11T01:00:00.000Z","914.86"
"2024-02-11T00:15:00.000Z","2024-02-11T00:30:00.000Z","902"
"2024-02-11T00:30:00.000Z","2024-02-11T00:45:00.000Z","927"
"2024-02-11T00:45:00.000Z","2024-02-11T01:00:00.000Z","930"
"2024-02-11T01:00:00.000Z","2024-02-11T02:00:00.000Z","1042.2"
"2024-02-11T01:15:00.000Z","2024-02-11T01:30:00.000Z","979"
"2024-02-11T01:30:00.000Z","2024-02-11T01:45:00.000Z","1042"
"2024-02-11T01:45:00.000Z","2024-02-11T02:00:00.000Z","1107"
"2024-02-11T02:00:00.000Z","2024-02-11T03:00:00.000Z","1205.9"
"2024-02-11T02:15:00.000Z","2024-02-11T02:30:00.000Z","1168"
"2024-02-11T02:30:00.000Z","2024-02-11T02:45:00.000Z","1183"
"2024-02-11T02:45:00.000Z","2024-02-11T03:00:00.000Z","1253"
"2024-02-11T03:00:00.000Z","2024-02-11T04:00:00.000Z","1374.3"
"2024-02-11T03:15:00.000Z","2024-02-11T03:30:00.000Z","1321"
"2024-02-11T03:30:00.000Z","2024-02-11T03:45:00.000Z","1364"
"2024-02-11T03:45:00.000Z","2024-02-11T04:00:00.000Z","1420"
"2024-02-11T04:00:00.000Z","2024-02-11T05:00:00.000Z","1513.9"
"2024-02-11T04:15:00.000Z","2024-02-11T04:30:00.000Z","1483"
"2024-02-11T04:30:00.000Z","2024-02-11T04:45:00.000Z","1494"
"2024-02-11T04:45:00.000Z","2024-02-11T05:00:00.000Z","1550"
"2024-02-11T05:00:00.000Z","2024-02-11T06:00:00.000Z","1687.6"
"2024-02-11T05:15:00.000Z","2024-02-11T05:30:00.000Z","1619"
"2024-02-11T05:30:00.000Z","2024-02-11T05:45:00.000Z","1686"
"2024-02-11T05:45:00.000Z","2024-02-11T06:00:00.000Z","1762"
"2024-02-11T06:00:00.000Z","2024-02-11T07:00:00.000Z","1929.6"
"2024-02-11T06:15:00.000Z","2024-02-11T06:30:00.000Z","1908"
"2024-02-11T06:30:00.000Z","2024-02-11T06:45:00.000Z","1942"
"2024-02-11T06:45:00.000Z","2024-02-11T07:00:00.000Z","1959"
"2024-02-11T07:00:00.000Z","2024-02-11T08:00:00.000Z","1979.3"
"2024-02-11T07:15:00.000Z","2024-02-11T07:30:00.000Z","1991"
"2024-02-11T07:30:00.000Z","2024-02-11T07:45:00.000Z","1976"
"2024-02-11T07:45:00.000Z","2024-02-11T08:00:00.000Z","1958"
"2024-02-11T08:00:00.000Z","2024-02-11T09:00:00.000Z","2036.6"
"2024-02-11T08:15:00.000Z","2024-02-11T08:30:00.000Z","2002"
"2024-02-11T08:30:00.000Z","2024-02-11T08:45:00.000Z","2047"
"2024-02-11T08:45:00.000Z","2024-02-11T09:00:00.000Z","2066"
"2024-02-11T09:00:00.000Z","2024-02-11T10:00:00.000Z","1854.2"
"2024-02-11T09:15:00.000Z","2024-02-11T09:30:00.000Z","1989"
"2024-02-11T09:30:00.000Z","2024-02-11T09:45:00.000Z","1900"
"2024-02-11T09:45:00.000Z","2024-02-11T10:00:00.000Z","1721"
"2024-02-11T10:00:00.000Z","2024-02-11T11:00:00.000Z","1330.5"
"2024-02-11T10:15:00.000Z","2024-02-11T10:30:00.000Z","1448"
"2024-02-11T10:30:00.000Z","2024-02-11T10:45:00.000Z","1332"
"2024-02-11T10:45:00.000Z","2024-02-11T11:00:00.000Z","1188"
"2024-02-11T11:00:00.000Z","2024-02-11T12:00:00.000Z","1057.8"
"2024-02-11T11:15:00.000Z","2024-02-11T11:30:00.000Z","1043"
"2024-02-11T11:30:00.000Z","2024-02-11T11:45:00.000Z","1037"
"2024-02-11T11:45:00.000Z","2024-02-11T12:00:00.000Z","1060"
"2024-02-11T12:00:00.000Z","2024-02-11T13:00:00.000Z","951.36"
"2024-02-11T12:15:00.000Z","2024-02-11T12:30:00.000Z","967"
"2024-02-11T12:30:00.000Z","2024-02-11T12:45:00.000Z","945"
"2024-02-11T12:45:00.000Z","2024-02-11T13:00:00.000Z","931"
"2024-02-11T13:00:00.000Z","2024-02-11T14:00:00.000Z","933.16"
"2024-02-11T13:15:00.000Z","2024-02-11T13:30:00.000Z","922"
"2024-02-11T13:30:00.000Z","2024-02-11T13:45:00.000Z","926"
"2024-02-11T13:45:00.000Z","2024-02-11T14:00:00.000Z","941"
"2024-02-11T14:00:00.000Z","2024-02-11T15:00:00.000Z","1207.2"
"2024-02-11T14:15:00.000Z","2024-02-11T14:30:00.000Z","1107"
"2024-02-11T14:30:00.000Z","2024-02-11T14:45:00.000Z","1220"
"2024-02-11T14:45:00.000Z","2024-02-11T15:00:00.000Z","1315"
"2024-02-11T15:00:00.000Z","2024-02-11T16:00:00.000Z","1491.8"
"2024-02-11T15:15:00.000Z","2024-02-11T15:30:00.000Z","1431"
"2024-02-11T15:30:00.000Z","2024-02-11T15:45:00.000Z","1505"
"2024-02-11T15:45:00.000Z","2024-02-11T16:00:00.000Z","1552"
"2024-02-11T16:00:00.000Z","2024-02-11T17:00:00.000Z","1620.3"
"2024-02-11T16:15:00.000Z","2024-02-11T16:30:00.000Z","1566"
"2024-02-11T16:30:00.000Z","2024-02-11T16:45:00.000Z","1601"
"2024-02-11T16:45:00.000Z","2024-02-11T17:00:00.000Z","1674"
"2024-02-11T17:00:00.000Z","2024-02-11T18:00:00.000Z","1743.2"
"2024-02-11T17:15:00.000Z","2024-02-11T17:30:00.000Z","1727"
"2024-02-11T17:30:00.000Z","2024-02-11T17:45:00.000Z","1733"
"2024-02-11T17:45:00.000Z","2024-02-11T18:00:00.000Z","1739"
"2024-02-11T18:00:00.000Z","2024-02-11T19:00:00.000Z","1753.1"
"2024-02-11T18:15:00.000Z","2024-02-11T18:30:00.000Z","1770"
"2024-02-11T18:30:00.000Z","2024-02-11T18:45:00.000Z","1754"
"2024-02-11T18:45:00.000Z","2024-02-11T19:00:00.000Z","1745"
"2024-02-11T19:00:00.000Z","2024-02-11T20:00:00.000Z","1723.2"
"2024-02-11T19:15:00.000Z","2024-02-11T19:30:00.000Z","1747"
"2024-02-11T19:30:00.000Z","2024-02-11T19:45:00.000Z","1716"
"2024-02-11T19:45:00.000Z","2024-02-11T20:00:00.000Z","1709"
"2024-02-11T20:00:00.000Z","2024-02-11T21:00:00.000Z","1770.7"
"2024-02-11T20:15:00.000Z","2024-02-11T20:30:00.000Z","1748"
"2024-02-11T20:30:00.000Z","2024-02-11T20:45:00.000Z","1787"
"2024-02-11T20:45:00.000Z","2024-02-11T21:00:00.000Z","1793"
"2024-02-11T21:00:00.000Z","2024-02-11T22:00:00.000Z","1844.7"
"2024-02-11T21:15:00.000Z","2024-02-11T21:30:00.000Z","1833"
"2024-02-11T21:30:00.000Z","2024-02-11T21:45:00.000Z","1837"
"2024-02-11T21:45:00.000Z","2024-02-11T22:00:00.000Z","1864"
"2024-02-11T22:00:00.000Z","2024-02-11T23:00:00.000Z","1972.7"
"2024-02-11T22:15:00.000Z","2024-02-11T22:30:00.000Z","1921"
"2024-02-11T22:30:00.000Z","2024-02-11T22:45:00.000Z","1987"
"2024-02-11T22:45:00.000Z","2024-02-11T23:00:00.000Z","2017"
"2024-02-11T23:00:00.000Z","2024-02-12T00:00:00.000Z","2071.5"
"2024-02-11T23:15:00.000Z","2024-02-11T23:30:00.000Z","2059"
"2024-02-11T23:30:00.000Z","2024-02-11T23:45:00.000Z","2083"
"2024-02-11T23:45:00.000Z","2024-02-12T00:00:00.000Z","2074"
"2024-02-12T00:00:00.000Z","2024-02-12T01:00:00.000Z","2214.3"
"2024-02-12T00:15:00.000Z","2024-02-12T00:30:00.000Z","2179"
"2024-02-12T00:30:00.000Z","2024-02-12T00:45:00.000Z","2218"
"2024-02-12T00:45:00.000Z","2024-02-12T01:00:00.000Z","2272"
"2024-02-12T01:00:00.000Z","2024-02-12T02:00:00.000Z","2423.4"
"2024-02-12T01:15:00.000Z","2024-02-12T01:30:00.000Z","2365"
"2024-02-12T01:30:00.000Z","2024-02-12T01:45:00.000Z","2436"
"2024-02-12T01:45:00.000Z","2024-02-12T02:00:00.000Z","2482"
"2024-02-12T02:00:00.000Z","2024-02-12T03:00:00.000Z","2513.2"
"2024-02-12T02:15:00.000Z","2024-02-12T02:30:00.000Z","2501"
"2024-02-12T02:30:00.000Z","2024-02-12T02:45:00.000Z","2521"
"2024-02-12T02:45:00.000Z","2024-02-12T03:00:00.000Z","2519"
"2024-02-12T03:00:00.000Z","2024-02-12T04:00:00.000Z","2595.1"
"2024-02-12T03:15:00.000Z","2024-02-12T03:30:00.000Z","2563"
"2024-02-12T03:30:00.000Z","2024-02-12T03:45:00.000Z","2597"
"2024-02-12T03:45:00.000Z","2024-02-12T04:00:00.000Z","2618"
"2024-02-12T04:00:00.000Z","2024-02-12T05:00:00.000Z","2626"
"2024-02-12T04:15:00.000Z","2024-02-12T04:30:00.000Z","2616"
"2024-02-12T04:30:00.000Z","2024-02-12T04:45:00.000Z","2640"
"2024-02-12T04:45:00.000Z","2024-02-12T05:00:00.000Z","2637"
"2024-02-12T05:00:00.000Z","2024-02-12T06:00:00.000Z","2608.7"
"2024-02-12T05:15:00.000Z","2024-02-12T05:30:00.000Z","2606"
"2024-02-12T05:30:00.000Z","2024-02-12T05:45:00.000Z","2598"
"2024-02-12T05:45:00.000Z","2024-02-12T06:00:00.000Z","2602"
"2024-02-12T06:00:00.000Z","2024-02-12T07:00:00.000Z","2589.3"
"2024-02-12T06:15:00.000Z","2024-02-12T06:30:00.000Z","2593"
"2024-02-12T06:30:00.000Z","2024-02-12T06:45:00.000Z","2585"
"2024-02-12T06:45:00.000Z","2024-02-12T07:00:00.000Z","2592"
"2024-02-12T07:00:00.000Z","2024-02-12T08:00:00.000Z","2539.7"
"2024-02-12T07:15:00.000Z","2024-02-12T07:30:00.000Z","2552"
"2024-02-12T07:30:00.000Z","2024-02-12T07:45:00.000Z","2538"
"2024-02-12T07:45:00.000Z","2024-02-12T08:00:00.000Z","2542"
"2024-02-12T08:00:00.000Z","2024-02-12T09:00:00.000Z","2474.9"
"2024-02-12T08:15:00.000Z","2024-02-12T08:30:00.000Z","2495"
"2024-02-12T08:30:00.000Z","2024-02-12T08:45:00.000Z","2458"
"2024-02-12T08:45:00.000Z","2024-02-12T09:00:00.000Z","2476"
"2024-02-12T09:00:00.000Z","2024-02-12T10:00:00.000Z","2387.6"
"2024-02-12T09:15:00.000Z","2024-02-12T09:30:00.000Z","2420"
"2024-02-12T09:30:00.000Z","2024-02-12T09:45:00.000Z","2424"
"2024-02-12T09:45:00.000Z","2024-02-12T10:00:00.000Z","2337"
"2024-02-12T10:00:00.000Z","2024-02-12T11:00:00.000Z","2107.9"
"2024-02-12T10:15:00.000Z","2024-02-12T10:30:00.000Z","2170"
"2024-02-12T10:30:00.000Z","2024-02-12T10:45:00.000Z","2099"
"2024-02-12T10:45:00.000Z","2024-02-12T11:00:00.000Z","2052"
"2024-02-12T11:00:00.000Z","2024-02-12T12:00:00.000Z","1867.9"
"2024-02-12T11:15:00.000Z","2024-02-12T11:30:00.000Z","1901"
"2024-02-12T11:30:00.000Z","2024-02-12T11:45:00.000Z","1837"
"2024-02-12T11:45:00.000Z","2024-02-12T12:00:00.000Z","1820"
"2024-02-12T12:00:00.000Z","2024-02-12T13:00:00.000Z","1851.8"
"2024-02-12T12:15:00.000Z","2024-02-12T12:30:00.000Z","1811"
"2024-02-12T12:30:00.000Z","2024-02-12T12:45:00.000Z","1865"
"2024-02-12T12:45:00.000Z","2024-02-12T13:00:00.000Z","1870"
"2024-02-12T13:00:00.000Z","2024-02-12T14:00:00.000Z","1970.2"
"2024-02-12T13:15:00.000Z","2024-02-12T13:30:00.000Z","1896"
"2024-02-12T13:30:00.000Z","2024-02-12T13:45:00.000Z","1931"
"2024-02-12T13:45:00.000Z","2024-02-12T14:00:00.000Z","2039"
"2024-02-12T14:00:00.000Z","2024-02-12T15:00:00.000Z","2285.4"
"2024-02-12T14:15:00.000Z","2024-02-12T14:30:00.000Z","2193"
"2024-02-12T14:30:00.000Z","2024-02-12T14:45:00.000Z","2261"
"2024-02-12T14:45:00.000Z","2024-02-12T15:00:00.000Z","2375"
"2024-02-12T15:00:00.000Z","2024-02-12T16:00:00.000Z","2616.8"
"2024-02-12T15:15:00.000Z","2024-02-12T15:30:00.000Z","2560"
"2024-02-12T15:30:00.000Z","2024-02-12T15:45:00.000Z","2642"
"2024-02-12T15:45:00.000Z","2024-02-12T16:00:00.000Z","2671"
"2024-02-12T16:00:00.000Z","2024-02-12T17:00:00.000Z","2834"
"2024-02-12T16:15:00.000Z","2024-02-12T16:30:00.000Z","2775"
"2024-02-12T16:30:00.000Z","2024-02-12T16:45:00.000Z","2844"
"2024-02-12T16:45:00.000Z","2024-02-12T17:00:00.000Z","2865"
"2024-02-12T17:00:00.000Z","2024-02-12T18:00:00.000Z","3072.4"
"2024-02-12T17:15:00.000Z","2024-02-12T17:30:00.000Z","2993"
"2024-02-12T17:30:00.000Z","2024-02-12T17:45:00.000Z","3084"
"2024-02-12T17:45:00.000Z","2024-02-12T18:00:00.000Z","3161"
"2024-02-12T18:00:00.000Z","2024-02-12T19:00:00.000Z","3206.1"
"2024-02-12T18:15:00.000Z","2024-02-12T18:30:00.000Z","3180"
"2024-02-12T18:30:00.000Z","2024-02-12T18:45:00.000Z","3199"
"2024-02-12T18:45:00.000Z","2024-02-12T19:00:00.000Z","3240"
"2024-02-12T19:00:00.000Z","2024-02-12T20:00:00.000Z","3379.7"
"2024-02-12T19:15:00.000Z","2024-02-12T19:30:00.000Z","3293"
"2024-02-12T19:30:00.000Z","2024-02-12T19:45:00.000Z","3365"
"2024-02-12T19:45:00.000Z","2024-02-12T20:00:00.000Z","3463"
"2024-02-12T20:00:00.000Z","2024-02-12T21:00:00.000Z","3618.2"
"2024-02-12T20:15:00.000Z","2024-02-12T20:30:00.000Z","3563"
"2024-02-12T20:30:00.000Z","2024-02-12T20:45:00.000Z","3627"
"2024-02-12T20:45:00.000Z","2024-02-12T21:00:00.000Z","3654"
"2024-02-12T21:00:00.000Z","2024-02-12T22:00:00.000Z","3821"
"2024-02-12T21:15:00.000Z","2024-02-12T21:30:00.000Z","3770"
"2024-02-12T21:30:00.000Z","2024-02-12T21:45:00.000Z","3812"
"2024-02-12T21:45:00.000Z","2024-02-12T22:00:00.000Z","3873"
"2024-02-12T22:00:00.000Z","2024-02-12T23:00:00.000Z","4109.2"
"2024-02-12T22:15:00.000Z","2024-02-12T22:30:00.000Z","4035"
"2024-02-12T22:30:00.000Z","2024-02-12T22:45:00.000Z","4134"
"2024-02-12T22:45:00.000Z","2024-02-12T23:00:00.000Z","4163"
"2024-02-12T23:00:00.000Z","2024-02-13T00:00:00.000Z","4309.9"
"2024-02-12T23:15:00.000Z","2024-02-12T23:30:00.000Z","4260"
"2024-02-12T23:30:00.000Z","2024-02-12T23:45:00.000Z","4294"
"2024-02-12T23:45:00.000Z","2024-02-13T00:00:00.000Z","4354"
"2024-02-13T00:00:00.000Z","2024-02-13T01:00:00.000Z","4390.3"
"2024-02-13T00:15:00.000Z","2024-02-13T00:30:00.000Z","4409"
"2024-02-13T00:30:00.000Z","2024-02-13T00:45:00.000Z","4390"
"2024-02-13T00:45:00.000Z","2024-02-13T01:00:00.000Z","4388"
"2024-02-13T01:00:00.000Z","2024-02-13T02:00:00.000Z","4589.3"
"2024-02-13T01:15:00.000Z","2024-02-13T01:30:00.000Z","4509"
"2024-02-13T01:30:00.000Z","2024-02-13T01:45:00.000Z","4597"
"2024-02-13T01:45:00.000Z","2024-02-13T02:00:00.000Z","4678"
"2024-02-13T02:00:00.000Z","2024-02-13T03:00:00.000Z","4875.4"
"2024-02-13T02:15:00.000Z","2024-02-13T02:30:00.000Z","4782"
"2024-02-13T02:30:00.000Z","2024-02-13T02:45:00.000Z","4876"
"2024-02-13T02:45:00.000Z","2024-02-13T03:00:00.000Z","4957"
"2024-02-13T03:00:00.000Z","2024-02-13T04:00:00.000Z","5247"
"2024-02-13T03:15:00.000Z","2024-02-13T03:30:00.000Z","5169"
"2024-02-13T03:30:00.000Z","2024-02-13T03:45:00.000Z","5248"
"2024-02-13T03:45:00.000Z","2024-02-13T04:00:00.000Z","5333"
"2024-02-13T04:00:00.000Z","2024-02-13T05:00:00.000Z","5436.2"
"2024-02-13T04:15:00.000Z","2024-02-13T04:30:00.000Z","5399"
"2024-02-13T04:30:00.000Z","2024-02-13T04:45:00.000Z","5439"
"2024-02-13T04:45:00.000Z","2024-02-13T05:00:00.000Z","5455"
"2024-02-13T05:00:00.000Z","2024-02-13T06:00:00.000Z","5550.8"
"2024-02-13T05:15:00.000Z","2024-02-13T05:30:00.000Z","5525"
"2024-02-13T05:30:00.000Z","2024-02-13T05:45:00.000Z","5540"
"2024-02-13T05:45:00.000Z","2024-02-13T06:00:00.000Z","5561"
"2024-02-13T06:00:00.000Z","2024-02-13T07:00:00.000Z","5617"
"2024-02-13T06:15:00.000Z","2024-02-13T06:30:00.000Z","5611"
"2024-02-13T06:30:00.000Z","2024-02-13T06:45:00.000Z","5622"
"2024-02-13T06:45:00.000Z","2024-02-13T07:00:00.000Z","5621"
"2024-02-13T07:00:00.000Z","2024-02-13T08:00:00.000Z","5533.3"
"2024-02-13T07:15:00.000Z","2024-02-13T07:30:00.000Z","5539"
"2024-02-13T07:30:00.000Z","2024-02-13T07:45:00.000Z","5541"
"2024-02-13T07:45:00.000Z","2024-02-13T08:00:00.000Z","5516"
"2024-02-13T08:00:00.000Z","2024-02-13T09:00:00.000Z","5335.9"
"2024-02-13T08:15:00.000Z","2024-02-13T08:30:00.000Z","5426"
"2024-02-13T08:30:00.000Z","2024-02-13T08:45:00.000Z","5359"
"2024-02-13T08:45:00.000Z","2024-02-13T09:00:00.000Z","5255"
"2024-02-13T09:00:00.000Z","2024-02-13T10:00:00.000Z","4965.4"
"2024-02-13T09:15:00.000Z","2024-02-13T09:30:00.000Z","5079"
"2024-02-13T09:30:00.000Z","2024-02-13T09:45:00.000Z","4939"
"2024-02-13T09:45:00.000Z","2024-02-13T10:00:00.000Z","4867"
"2024-02-13T10:00:00.000Z","2024-02-13T11:00:00.000Z","4653.3"
"2024-02-13T10:15:00.000Z","2024-02-13T10:30:00.000Z","4711"
"2024-02-13T10:30:00.000Z","2024-02-13T10:45:00.000Z","4651"
"2024-02-13T10:45:00.000Z","2024-02-13T11:00:00.000Z","4569"
"2024-02-13T11:00:00.000Z","2024-02-13T12:00:00.000Z","4668.6"
"2024-02-13T11:15:00.000Z","2024-02-13T11:30:00.000Z","4625"
"2024-02-13T11:30:00.000Z","2024-02-13T11:45:00.000Z","4663"
"2024-02-13T11:45:00.000Z","2024-02-13T12:00:00.000Z","4663"
"2024-02-13T12:00:00.000Z","2024-02-13T13:00:00.000Z","4862.1"
"2024-02-13T12:15:00.000Z","2024-02-13T12:30:00.000Z","4762"
"2024-02-13T12:30:00.000Z","2024-02-13T12:45:00.000Z","4838"
"2024-02-13T12:45:00.000Z","2024-02-13T13:00:00.000Z","4937"
"2024-02-13T13:00:00.000Z","2024-02-13T14:00:00.000Z","5308.5"
"2024-02-13T13:15:00.000Z","2024-02-13T13:30:00.000Z","5201"
"2024-02-13T13:30:00.000Z","2024-02-13T13:45:00.000Z","5320"
"2024-02-13T13:45:00.000Z","2024-02-13T14:00:00.000Z","5428"
"2024-02-13T14:00:00.000Z","2024-02-13T15:00:00.000Z","5641.9"
"2024-02-13T14:15:00.000Z","2024-02-13T14:30:00.000Z","5589"
"2024-02-13T14:30:00.000Z","2024-02-13T14:45:00.000Z","5659"
"2024-02-13T14:45:00.000Z","2024-02-13T15:00:00.000Z","5702"
"2024-02-13T15:00:00.000Z","2024-02-13T16:00:00.000Z","5707.2"
