"Start time UTC","End time UTC","Solar power generation forecast - updated every 15 minutes"
"2024-03-01T07:15:00.000Z","2024-03-01T07:30:00.000Z","72.4"
"2024-03-01T07:30:00.000Z","2024-03-01T07:45:00.000Z","74.3"
"2024-03-01T07:45:00.000Z","2024-03-01T08:00:00.000Z","78.1"
"2024-03-01T08:00:00.000Z","2024-03-01T08:15:00.000Z","83.8"
"2024-03-01T08:15:00.000Z","2024-03-01T08:30:00.000Z","114"
"2024-03-01T08:30:00.000Z","2024-03-01T08:45:00.000Z","114.7"
"2024-03-01T08:45:00.000Z","2024-03-01T09:00:00.000Z","116.5"
"2024-03-01T09:00:00.000Z","2024-03-01T09:15:00.000Z","117.9"
"2024-03-01T09:15:00.000Z","2024-03-01T09:30:00.000Z","150"
"2024-03-01T09:30:00.000Z","2024-03-01T09:45:00.000Z","149.5"
"2024-03-01T09:45:00.000Z","2024-03-01T10:00:00.000Z","149.4"
"2024-03-01T10:00:00.000Z","2024-03-01T10:15:00.000Z","146.4"
"2024-03-01T10:15:00.000Z","2024-03-01T10:30:00.000Z","158.4"
"2024-03-01T10:30:00.000Z","2024-03-01T10:45:00.000Z","158.9"
"2024-03-01T10:45:00.000Z","2024-03-01T11:00:00.000Z","159.2"
"2024-03-01T11:00:00.000Z","2024-03-01T11:15:00.000Z","161.9"
"2024-03-01T11:15:00.000Z","2024-03-01T11:30:00.000Z","161.6"
"2024-03-01T11:30:00.000Z","2024-03-01T11:45:00.000Z","159.8"
"2024-03-01T11:45:00.000Z","2024-03-01T12:00:00.000Z","156.5"
"2024-03-01T12:00:00.000Z","2024-03-01T12:15:00.000Z","150.1"
"2024-03-01T12:15:00.000Z","2024-03-01T12:30:00.000Z","151.1"
"2024-03-01T12:30:00.000Z","2024-03-01T12:45:00.000Z","148.2"
"2024-03-01T12:45:00.000Z","2024-03-01T13:00:00.000Z","143.1"
"2024-03-01T13:00:00.000Z","2024-03-01T13:15:00.000Z","132.9"
"2024-03-01T13:15:00.000Z","2024-03-01T13:30:00.000Z","109"
"2024-03-01T13:30:00.000Z","2024-03-01T13:45:00.000Z","105.7"
"2024-03-01T13:45:00.000Z","2024-03-01T14:00:00.000Z","100.1"
"2024-03-01T14:00:00.000Z","2024-03-01T14:15:00.000Z","88.7"
"2024-03-01T14:15:00.000Z","2024-03-01T14:30:00.000Z","55.1"
"2024-03-01T14:30:00.000Z","2024-03-01T14:45:00.000Z","52.1"
"2024-03-01T14:45:00.000Z","2024-03-01T15:00:00.000Z","47.7"
"2024-03-01T15:00:00.000Z","2024-03-01T15:15:00.000Z","35.8"
"2024-03-01T15:15:00.000Z","2024-03-01T15:30:00.000Z","0"
"2024-03-01T15:30:00.000Z","2024-03-01T15:45:00.000Z","0"
"2024-03-01T15:45:00.000Z","2024-03-01T16:00:00.000Z","0"
"2024-03-01T16:00:00.000Z","2024-03-01T16:15:00.000Z","0"
"2024-03-01T16:15:00.000Z","2024-03-01T16:30:00.000Z","0"
"2024-03-01T16:30:00.000Z","2024-03-01T16:45:00.000Z","0"
"2024-03-01T16:45:00.000Z","2024-03-01T17:00:00.000Z","0"
"2024-03-01T17:00:00.000Z","2024-03-01T17:15:00.000Z","0"
"2024-03-01T17:15:00.000Z","2024-03-01T17:30:00.000Z","0"
"2024-03-01T17:30:00.000Z","2024-03-01T17:45:00.000Z","0"
"2024-03-01T17:45:00.000Z","2024-03-01T18:00:00.000Z","0"
"2024-03-01T18:00:00.000Z","2024-03-01T18:15:00.000Z","0"
"2024-03-01T18:15:00.000Z","2024-03-01T18:30:00.000Z","0"
"2024-03-01T18:30:00.000Z","2024-03-01T18:45:00.000Z","0"
"2024-03-01T18:45:00.000Z","2024-03-01T19:00:00.000Z","0"
"2024-03-01T19:00:00.000Z","2024-03-01T19:15:00.000Z","0"
"2024-03-01T19:15:00.000Z","2024-03-01T19:30:00.000Z","0"
"2024-03-01T19:30:00.000Z","2024-03-01T19:45:00.000Z","0"
"2024-03-01T19:45:00.000Z","2024-03-01T20:00:00.000Z","0"
"2024-03-01T20:00:00.000Z","2024-03-01T20:15:00.000Z","0"
"2024-03-01T20:15:00.000Z","2024-03-01T20:30:00.000Z","0"
"2024-03-01T20:30:00.000Z","2024-03-01T20:45:00.000Z","0"
"2024-03-01T20:45:00.000Z","2024-03-01T21:00:00.000Z","0"
"2024-03-01T21:00:00.000Z","2024-03-01T21:15:00.000Z","0"
"2024-03-01T21:15:00.000Z","2024-03-01T21:30:00.000Z","0"
"2024-03-01T21:30:00.000Z","2024-03-01T21:45:00.000Z","0"
"2024-03-01T21:45:00.000Z","2024-03-01T22:00:00.000Z","0"
"2024-03-01T22:00:00.000Z","2024-03-01T22:15:00.000Z","0"
"2024-03-01T22:15:00.000Z","2024-03-01T22:30:00.000Z","0"
"2024-03-01T22:30:00.000Z","2024-03-01T22:45:00.000Z","0"
"2024-03-01T22:45:00.000Z","2024-03-01T23:00:00.000Z","0"
"2024-03-01T23:00:00.000Z","2024-03-01T23:15:00.000Z","0"
"2024-03-01T23:15:00.000Z","2024-03-01T23:30:00.000Z","0"
"2024-03-01T23:30:00.000Z","2024-03-01T23:45:00.000Z","0"
"2024-03-01T23:45:00.000Z","2024-03-02T00:00:00.000Z","0"
"2024-03-02T00:00:00.000Z","2024-03-02T00:15:00.000Z","0"
"2024-03-02T00:15:00.000Z","2024-03-02T00:30:00.000Z","0"
"2024-03-02T00:30:00.000Z","2024-03-02T00:45:00.000Z","0"
"2024-03-02T00:45:00.000Z","2024-03-02T01:00:00.000Z","0"
"2024-03-02T01:00:00.000Z","2024-03-02T01:15:00.000Z","0"
"2024-03-02T01:15:00.000Z","2024-03-02T01:30:00.000Z","0"
"2024-03-02T01:30:00.000Z","2024-03-02T01:45:00.000Z","0"
"2024-03-02T01:45:00.000Z","2024-03-02T02:00:00.000Z","0"
"2024-03-02T02:00:00.000Z","2024-03-02T02:15:00.000Z","0"
"2024-03-02T02:15:00.000Z","2024-03-02T02:30:00.000Z","0"
"2024-03-02T02:30:00.000Z","2024-03-02T02:45:00.000Z","0"
"2024-03-02T02:45:00.000Z","2024-03-02T03:00:00.000Z","0"
"2024-03-02T03:00:00.000Z","2024-03-02T03:15:00.000Z","0"
"2024-03-02T03:15:00.000Z","2024-03-02T03:30:00.000Z","0"
"2024-03-02T03:30:00.000Z","2024-03-02T03:45:00.000Z","0"
"2024-03-02T03:45:00.000Z","2024-03-02T04:00:00.000Z","0"
"2024-03-02T04:00:00.000Z","2024-03-02T04:15:00.000Z","0"
"2024-03-02T04:15:00.000Z","2024-03-02T04:30:00.000Z","0"
"2024-03-02T04:30:00.000Z","2024-03-02T04:45:00.000Z","0"
"2024-03-02T04:45:00.000Z","2024-03-02T05:00:00.000Z","0.8"
"2024-03-02T05:00:00.000Z","2024-03-02T05:15:00.000Z","0"
"2024-03-02T05:15:00.000Z","2024-03-02T05:30:00.000Z","0"
"2024-03-02T05:30:00.000Z","2024-03-02T05:45:00.000Z","0"
"2024-03-02T05:45:00.000Z","2024-03-02T06:00:00.000Z","0.9"
"2024-03-02T06:00:00.000Z","2024-03-02T06:15:00.000Z","13.9"
"2024-03-02T06:15:00.000Z","2024-03-02T06:30:00.000Z","48.2"
"2024-03-02T06:30:00.000Z","2024-03-02T06:45:00.000Z","52.7"
"2024-03-02T06:45:00.000Z","2024-03-02T07:00:00.000Z","60.1"
"2024-03-02T07:00:00.000Z","2024-03-02T07:15:00.000Z","77.1"
"2024-03-02T07:15:00.000Z","2024-03-02T07:30:00.000Z","114.2"
"2024-03-02T07:30:00.000Z","2024-03-02T07:45:00.000Z","117.6"
"2024-03-02T07:45:00.000Z","2024-03-02T08:00:00.000Z","123.2"
"2024-03-02T08:00:00.000Z","2024-03-02T08:15:00.000Z","135.9"
"2024-03-02T08:15:00.000Z","2024-03-02T08:30:00.000Z","141.2"
"2024-03-02T08:30:00.000Z","2024-03-02T08:45:00.000Z","142.3"
"2024-03-02T08:45:00.000Z","2024-03-02T09:00:00.000Z","145.1"
"2024-03-02T09:00:00.000Z","2024-03-02T09:15:00.000Z","146.8"
"2024-03-02T09:15:00.000Z","2024-03-02T09:30:00.000Z","171.5"
"2024-03-02T09:30:00.000Z","2024-03-02T09:45:00.000Z","172.3"
"2024-03-02T09:45:00.000Z","2024-03-02T10:00:00.000Z","174.2"
"2024-03-02T10:00:00.000Z","2024-03-02T10:15:00.000Z","175.3"
"2024-03-02T10:15:00.000Z","2024-03-02T10:30:00.000Z","189.2"
"2024-03-02T10:30:00.000Z","2024-03-02T10:45:00.000Z","188.8"
"2024-03-02T10:45:00.000Z","2024-03-02T11:00:00.000Z","188.7"
"2024-03-02T11:00:00.000Z","2024-03-02T11:15:00.000Z","186.3"
"2024-03-02T11:15:00.000Z","2024-03-02T11:30:00.000Z","189.7"
"2024-03-02T11:30:00.000Z","2024-03-02T11:45:00.000Z","187.6"
"2024-03-02T11:45:00.000Z","2024-03-02T12:00:00.000Z","184.5"
"2024-03-02T12:00:00.000Z","2024-03-02T12:15:00.000Z","176.7"
"2024-03-02T12:15:00.000Z","2024-03-02T12:30:00.000Z","164"
"2024-03-02T12:30:00.000Z","2024-03-02T12:45:00.000Z","160.8"
"2024-03-02T12:45:00.000Z","2024-03-02T13:00:00.000Z","155.4"
"2024-03-02T13:00:00.000Z","2024-03-02T13:15:00.000Z","143.5"
"2024-03-02T13:15:00.000Z","2024-03-02T13:30:00.000Z","132.8"
"2024-03-02T13:30:00.000Z","2024-03-02T13:45:00.000Z","128.8"
"2024-03-02T13:45:00.000Z","2024-03-02T14:00:00.000Z","122"
"2024-03-02T14:00:00.000Z","2024-03-02T14:15:00.000Z","107.9"
"2024-03-02T14:15:00.000Z","2024-03-02T14:30:00.000Z","73.3"
"2024-03-02T14:30:00.000Z","2024-03-02T14:45:00.000Z","69.4"
"2024-03-02T14:45:00.000Z","2024-03-02T15:00:00.000Z","63.5"
"2024-03-02T15:00:00.000Z","2024-03-02T15:15:00.000Z","47.8"
"2024-03-02T15:15:00.000Z","2024-03-02T15:30:00.000Z","0.8"
"2024-03-02T15:30:00.000Z","2024-03-02T15:45:00.000Z","0.7"
"2024-03-02T15:45:00.000Z","2024-03-02T16:00:00.000Z","0.7"
"2024-03-02T16:00:00.000Z","2024-03-02T16:15:00.000Z","0.5"
"2024-03-02T16:15:00.000Z","2024-03-02T16:30:00.000Z","0"
"2024-03-02T16:30:00.000Z","2024-03-02T16:45:00.000Z","0"
"2024-03-02T16:45:00.000Z","2024-03-02T17:00:00.000Z","0"
"2024-03-02T17:00:00.000Z","2024-03-02T17:15:00.000Z","0"
"2024-03-02T17:15:00.000Z","2024-03-02T17:30:00.000Z","0"
"2024-03-02T17:30:00.000Z","2024-03-02T17:45:00.000Z","0"
"2024-03-02T17:45:00.000Z","2024-03-02T18:00:00.000Z","0"
"2024-03-02T18:00:00.000Z","2024-03-02T18:15:00.000Z","0"
"2024-03-02T18:15:00.000Z","2024-03-02T18:30:00.000Z","0"
"2024-03-02T18:30:00.000Z","2024-03-02T18:45:00.000Z","0"
"2024-03-02T18:45:00.000Z","2024-03-02T19:00:00.000Z","0"
"2024-03-02T19:00:00.000Z","2024-03-02T19:15:00.000Z","0"
"2024-03-02T19:15:00.000Z","2024-03-02T19:30:00.000Z","0"
"2024-03-02T19:30:00.000Z","2024-03-02T19:45:00.000Z","0"
"2024-03-02T19:45:00.000Z","2024-03-02T20:00:00.000Z","0"
"2024-03-02T20:00:00.000Z","2024-03-02T20:15:00.000Z","0"
"2024-03-02T20:15:00.000Z","2024-03-02T20:30:00.000Z","0"
"2024-03-02T20:30:00.000Z","2024-03-02T20:45:00.000Z","0"
"2024-03-02T20:45:00.000Z","2024-03-02T21:00:00.000Z","0"
"2024-03-02T21:00:00.000Z","2024-03-02T21:15:00.000Z","0"
"2024-03-02T21:15:00.000Z","2024-03-02T21:30:00.000Z","0"
"2024-03-02T21:30:00.000Z","2024-03-02T21:45:00.000Z","0"
"2024-03-02T21:45:00.000Z","2024-03-02T22:00:00.000Z","0"
"2024-03-02T22:00:00.000Z","2024-03-02T22:15:00.000Z","0"
"2024-03-02T22:15:00.000Z","2024-03-02T22:30:00.000Z","0"
"2024-03-02T22:30:00.000Z","2024-03-02T22:45:00.000Z","0"
"2024-03-02T22:45:00.000Z","2024-03-02T23:00:00.000Z","0"
"2024-03-02T23:00:00.000Z","2024-03-02T23:15:00.000Z","0"
"2024-03-02T23:15:00.000Z","2024-03-02T23:30:00.000Z","0"
"2024-03-02T23:30:00.000Z","2024-03-02T23:45:00.000Z","0"
"2024-03-02T23:45:00.000Z","2024-03-03T00:00:00.000Z","0"
"2024-03-03T00:00:00.000Z","2024-03-03T00:15:00.000Z","0"
"2024-03-03T00:15:00.000Z","2024-03-03T00:30:00.000Z","0"
"2024-03-03T00:30:00.000Z","2024-03-03T00:45:00.000Z","0"
"2024-03-03T00:45:00.000Z","2024-03-03T01:00:00.000Z","0"
"2024-03-03T01:00:00.000Z","2024-03-03T01:15:00.000Z","0"
"2024-03-03T01:15:00.000Z","2024-03-03T01:30:00.000Z","0"
"2024-03-03T01:30:00.000Z","2024-03-03T01:45:00.000Z","0"
"2024-03-03T01:45:00.000Z","2024-03-03T02:00:00.000Z","0"
"2024-03-03T02:00:00.000Z","2024-03-03T02:15:00.000Z","0"
"2024-03-03T02:15:00.000Z","2024-03-03T02:30:00.000Z","0"
"2024-03-03T02:30:00.000Z","2024-03-03T02:45:00.000Z","0"
"2024-03-03T02:45:00.000Z","2024-03-03T03:00:00.000Z","0"
"2024-03-03T03:00:00.000Z","2024-03-03T03:15:00.000Z","0"
"2024-03-03T03:15:00.000Z","2024-03-03T03:30:00.000Z","0"
"2024-03-03T03:30:00.000Z","2024-03-03T03:45:00.000Z","0"
"2024-03-03T03:45:00.000Z","2024-03-03T04:00:00.000Z","0"
"2024-03-03T04:00:00.000Z","2024-03-03T04:15:00.000Z","0"
"2024-03-03T04:15:00.000Z","2024-03-03T04:30:00.000Z","0"
"2024-03-03T04:30:00.000Z","2024-03-03T04:45:00.000Z","0"
"2024-03-03T04:45:00.000Z","2024-03-03T05:00:00.000Z","0.9"
"2024-03-03T05:00:00.000Z","2024-03-03T05:15:00.000Z","0.1"
"2024-03-03T05:15:00.000Z","2024-03-03T05:30:00.000Z","0.1"
"2024-03-03T05:30:00.000Z","2024-03-03T05:45:00.000Z","0.2"
"2024-03-03T05:45:00.000Z","2024-03-03T06:00:00.000Z","1.5"
"2024-03-03T06:00:00.000Z","2024-03-03T06:15:00.000Z","9.6"
"2024-03-03T06:15:00.000Z","2024-03-03T06:30:00.000Z","36.9"
"2024-03-03T06:30:00.000Z","2024-03-03T06:45:00.000Z","39.8"
"2024-03-03T06:45:00.000Z","2024-03-03T07:00:00.000Z","45.3"
"2024-03-03T07:00:00.000Z","2024-03-03T07:15:00.000Z","54.6"
"2024-03-03T07:15:00.000Z","2024-03-03T07:30:00.000Z","103.8"
"2024-03-03T07:30:00.000Z","2024-03-03T07:45:00.000Z","106.6"
"2024-03-03T07:45:00.000Z","2024-03-03T08:00:00.000Z","111.9"
"2024-03-03T08:00:00.000Z","2024-03-03T08:15:00.000Z","121.5"
"2024-03-03T08:15:00.000Z","2024-03-03T08:30:00.000Z","187.3"
"2024-03-03T08:30:00.000Z","2024-03-03T08:45:00.000Z","189.1"
"2024-03-03T08:45:00.000Z","2024-03-03T09:00:00.000Z","192.2"
"2024-03-03T09:00:00.000Z","2024-03-03T09:15:00.000Z","198.4"
"2024-03-03T09:15:00.000Z","2024-03-03T09:30:00.000Z","231.9"
"2024-03-03T09:30:00.000Z","2024-03-03T09:45:00.000Z","232.3"
"2024-03-03T09:45:00.000Z","2024-03-03T10:00:00.000Z","233"
"2024-03-03T10:00:00.000Z","2024-03-03T10:15:00.000Z","233.9"
"2024-03-03T10:15:00.000Z","2024-03-03T10:30:00.000Z","239.2"
"2024-03-03T10:30:00.000Z","2024-03-03T10:45:00.000Z","238.9"
"2024-03-03T10:45:00.000Z","2024-03-03T11:00:00.000Z","238"
"2024-03-03T11:00:00.000Z","2024-03-03T11:15:00.000Z","237.6"
"2024-03-03T11:15:00.000Z","2024-03-03T11:30:00.000Z","239"
"2024-03-03T11:30:00.000Z","2024-03-03T11:45:00.000Z","236.7"
"2024-03-03T11:45:00.000Z","2024-03-03T12:00:00.000Z","232.5"
"2024-03-03T12:00:00.000Z","2024-03-03T12:15:00.000Z","224.9"
"2024-03-03T12:15:00.000Z","2024-03-03T12:30:00.000Z","202.8"
"2024-03-03T12:30:00.000Z","2024-03-03T12:45:00.000Z","199.3"
"2024-03-03T12:45:00.000Z","2024-03-03T13:00:00.000Z","193"
"2024-03-03T13:00:00.000Z","2024-03-03T13:15:00.000Z","180.9"
"2024-03-03T13:15:00.000Z","2024-03-03T13:30:00.000Z","159.1"
"2024-03-03T13:30:00.000Z","2024-03-03T13:45:00.000Z","154.7"
"2024-03-03T13:45:00.000Z","2024-03-03T14:00:00.000Z","147.1"
"2024-03-03T14:00:00.000Z","2024-03-03T14:15:00.000Z","132"
"2024-03-03T14:15:00.000Z","2024-03-03T14:30:00.000Z","92"
"2024-03-03T14:30:00.000Z","2024-03-03T14:45:00.000Z","87.2"
"2024-03-03T14:45:00.000Z","2024-03-03T15:00:00.000Z","79.9"
"2024-03-03T15:00:00.000Z","2024-03-03T15:15:00.000Z","60.6"
"2024-03-03T15:15:00.000Z","2024-03-03T15:30:00.000Z","2.9"
"2024-03-03T15:30:00.000Z","2024-03-03T15:45:00.000Z","2.8"
"2024-03-03T15:45:00.000Z","2024-03-03T16:00:00.000Z","2.5"
"2024-03-03T16:00:00.000Z","2024-03-03T16:15:00.000Z","1.9"
"2024-03-03T16:15:00.000Z","2024-03-03T16:30:00.000Z","0"
"2024-03-03T16:30:00.000Z","2024-03-03T16:45:00.000Z","0"
"2024-03-03T16:45:00.000Z","2024-03-03T17:00:00.000Z","0"
"2024-03-03T17:00:00.000Z","2024-03-03T17:15:00.000Z","0"
"2024-03-03T17:15:00.000Z","2024-03-03T17:30:00.000Z","0"
"2024-03-03T17:30:00.000Z","2024-03-03T17:45:00.000Z","0"
"2024-03-03T17:45:00.000Z","2024-03-03T18:00:00.000Z","0"
"2024-03-03T18:00:00.000Z","2024-03-03T18:15:00.000Z","0"
"2024-03-03T18:15:00.000Z","2024-03-03T18:30:00.000Z","0"
"2024-03-03T18:30:00.000Z","2024-03-03T18:45:00.000Z","0"
"2024-03-03T18:45:00.000Z","2024-03-03T19:00:00.000Z","0"
"2024-03-03T19:00:00.000Z","2024-03-03T19:15:00.000Z","0"
"2024-03-03T19:15:00.000Z","2024-03-03T19:30:00.000Z","0"
"2024-03-03T19:30:00.000Z","2024-03-03T19:45:00.000Z","0"
"2024-03-03T19:45:00.000Z","2024-03-03T20:00:00.000Z","0"
"2024-03-03T20:00:00.000Z","2024-03-03T20:15:00.000Z","0"
"2024-03-03T20:15:00.000Z","2024-03-03T20:30:00.000Z","0"
"2024-03-03T20:30:00.000Z","2024-03-03T20:45:00.000Z","0"
"2024-03-03T20:45:00.000Z","2024-03-03T21:00:00.000Z","0"
"2024-03-03T21:00:00.000Z","2024-03-03T21:15:00.000Z","0"
"2024-03-03T21:15:00.000Z","2024-03-03T21:30:00.000Z","0"
"2024-03-03T21:30:00.000Z","2024-03-03T21:45:00.000Z","0"
"2024-03-03T21:45:00.000Z","2024-03-03T22:00:00.000Z","0"
"2024-03-03T22:00:00.000Z","2024-03-03T22:15:00.000Z","0"
"2024-03-03T22:15:00.000Z","2024-03-03T22:30:00.000Z","0"
"2024-03-03T22:30:00.000Z","2024-03-03T22:45:00.000Z","0"
"2024-03-03T22:45:00.000Z","2024-03-03T23:00:00.000Z","0"
"2024-03-03T23:00:00.000Z","2024-03-03T23:15:00.000Z","0"
"2024-03-03T23:15:00.000Z","2024-03-03T23:30:00.000Z","0"
"2024-03-03T23:30:00.000Z","2024-03-03T23:45:00.000Z","0"
"2024-03-03T23:45:00.000Z","2024-03-04T00:00:00.000Z","0"
"2024-03-04T00:00:00.000Z","2024-03-04T00:15:00.000Z","0"
"2024-03-04T00:15:00.000Z","2024-03-04T00:30:00.000Z","0"
"2024-03-04T00:30:00.000Z","2024-03-04T00:45:00.000Z","0"
"2024-03-04T00:45:00.000Z","2024-03-04T01:00:00.000Z","0"
"2024-03-04T01:00:00.000Z","2024-03-04T01:15:00.000Z","0"
"2024-03-04T01:15:00.000Z","2024-03-04T01:30:00.000Z","0"
"2024-03-04T01:30:00.000Z","2024-03-04T01:45:00.000Z","0"
"2024-03-04T01:45:00.000Z","2024-03-04T02:00:00.000Z","0"
"2024-03-04T02:00:00.000Z","2024-03-04T02:15:00.000Z","0"
"2024-03-04T02:15:00.000Z","2024-03-04T02:30:00.000Z","0"
"2024-03-04T02:30:00.000Z","2024-03-04T02:45:00.000Z","0"
"2024-03-04T02:45:00.000Z","2024-03-04T03:00:00.000Z","0"
"2024-03-04T03:00:00.000Z","2024-03-04T03:15:00.000Z","0"
"2024-03-04T03:15:00.000Z","2024-03-04T03:30:00.000Z","0"
"2024-03-04T03:30:00.000Z","2024-03-04T03:45:00.000Z","0"
"2024-03-04T03:45:00.000Z","2024-03-04T04:00:00.000Z","0"
"2024-03-04T04:00:00.000Z","2024-03-04T04:15:00.000Z","0"
"2024-03-04T04:15:00.000Z","2024-03-04T04:30:00.000Z","0"
"2024-03-04T04:30:00.000Z","2024-03-04T04:45:00.000Z","0"
"2024-03-04T04:45:00.000Z","2024-03-04T05:00:00.000Z","0.9"
"2024-03-04T05:00:00.000Z","2024-03-04T05:15:00.000Z","0.2"
"2024-03-04T05:15:00.000Z","2024-03-04T05:30:00.000Z","0.4"
"2024-03-04T05:30:00.000Z","2024-03-04T05:45:00.000Z","0.6"
"2024-03-04T05:45:00.000Z","2024-03-04T06:00:00.000Z","2"
"2024-03-04T06:00:00.000Z","2024-03-04T06:15:00.000Z","13"
"2024-03-04T06:15:00.000Z","2024-03-04T06:30:00.000Z","46.7"
"2024-03-04T06:30:00.000Z","2024-03-04T06:45:00.000Z","50.4"
"2024-03-04T06:45:00.000Z","2024-03-04T07:00:00.000Z","56.8"
"2024-03-04T07:00:00.000Z","2024-03-04T07:15:00.000Z","69.4"
"2024-03-04T07:15:00.000Z","2024-03-04T07:30:00.000Z","112.8"
"2024-03-04T07:30:00.000Z","2024-03-04T07:45:00.000Z","115.5"
"2024-03-04T07:45:00.000Z","2024-03-04T08:00:00.000Z","120.6"
"2024-03-04T08:00:00.000Z","2024-03-04T08:15:00.000Z","129.5"
"2024-03-04T08:15:00.000Z","2024-03-04T08:30:00.000Z","167.6"
"2024-03-04T08:30:00.000Z","2024-03-04T08:45:00.000Z","169.4"
"2024-03-04T08:45:00.000Z","2024-03-04T09:00:00.000Z","172.8"
"2024-03-04T09:00:00.000Z","2024-03-04T09:15:00.000Z","178.3"
"2024-03-04T09:15:00.000Z","2024-03-04T09:30:00.000Z","225.2"
"2024-03-04T09:30:00.000Z","2024-03-04T09:45:00.000Z","225.5"
"2024-03-04T09:45:00.000Z","2024-03-04T10:00:00.000Z","226.3"
"2024-03-04T10:00:00.000Z","2024-03-04T10:15:00.000Z","227.2"
"2024-03-04T10:15:00.000Z","2024-03-04T10:30:00.000Z","240"
"2024-03-04T10:30:00.000Z","2024-03-04T10:45:00.000Z","239.8"
"2024-03-04T10:45:00.000Z","2024-03-04T11:00:00.000Z","239"
"2024-03-04T11:00:00.000Z","2024-03-04T11:15:00.000Z","239.1"
"2024-03-04T11:15:00.000Z","2024-03-04T11:30:00.000Z","249.7"
"2024-03-04T11:30:00.000Z","2024-03-04T11:45:00.000Z","247.5"
"2024-03-04T11:45:00.000Z","2024-03-04T12:00:00.000Z","243.4"
"2024-03-04T12:00:00.000Z","2024-03-04T12:15:00.000Z","236.8"
"2024-03-04T12:15:00.000Z","2024-03-04T12:30:00.000Z","205.7"
"2024-03-04T12:30:00.000Z","2024-03-04T12:45:00.000Z","202.3"
"2024-03-04T12:45:00.000Z","2024-03-04T13:00:00.000Z","196"
"2024-03-04T13:00:00.000Z","2024-03-04T13:15:00.000Z","184.4"
"2024-03-04T13:15:00.000Z","2024-03-04T13:30:00.000Z","174.3"
"2024-03-04T13:30:00.000Z","2024-03-04T13:45:00.000Z","169.7"
"2024-03-04T13:45:00.000Z","2024-03-04T14:00:00.000Z","161.6"
"2024-03-04T14:00:00.000Z","2024-03-04T14:15:00.000Z","146"
"2024-03-04T14:15:00.000Z","2024-03-04T14:30:00.000Z","100.2"
"2024-03-04T14:30:00.000Z","2024-03-04T14:45:00.000Z","95"
"2024-03-04T14:45:00.000Z","2024-03-04T15:00:00.000Z","87.1"
"2024-03-04T15:00:00.000Z","2024-03-04T15:15:00.000Z","66.3"
"2024-03-04T15:15:00.000Z","2024-03-04T15:30:00.000Z","5.9"
"2024-03-04T15:30:00.000Z","2024-03-04T15:45:00.000Z","5.6"
"2024-03-04T15:45:00.000Z","2024-03-04T16:00:00.000Z","5.1"
"2024-03-04T16:00:00.000Z","2024-03-04T16:15:00.000Z","3.8"
"2024-03-04T16:15:00.000Z","2024-03-04T16:30:00.000Z","0"
"2024-03-04T16:30:00.000Z","2024-03-04T16:45:00.000Z","0"
"2024-03-04T16:45:00.000Z","2024-03-04T17:00:00.000Z","0"
"2024-03-04T17:00:00.000Z","2024-03-04T17:15:00.000Z","0"
"2024-03-04T17:15:00.000Z","2024-03-04T17:30:00.000Z","0"
"2024-03-04T17:30:00.000Z","2024-03-04T17:45:00.000Z","0"
"2024-03-04T17:45:00.000Z","2024-03-04T18:00:00.000Z","0"
"2024-03-04T18:00:00.000Z","2024-03-04T18:15:00.000Z","0"
"2024-03-04T18:15:00.000Z","2024-03-04T18:30:00.000Z","0"
"2024-03-04T18:30:00.000Z","2024-03-04T18:45:00.000Z","0"
"2024-03-04T18:45:00.000Z","2024-03-04T19:00:00.000Z","0"
"2024-03-04T19:00:00.000Z","2024-03-04T19:15:00.000Z","0"
"2024-03-04T19:15:00.000Z","2024-03-04T19:30:00.000Z","0"
"2024-03-04T19:30:00.000Z","2024-03-04T19:45:00.000Z","0"
"2024-03-04T19:45:00.000Z","2024-03-04T20:00:00.000Z","0"
"2024-03-04T20:00:00.000Z","2024-03-04T20:15:00.000Z","0"
"2024-03-04T20:15:00.000Z","2024-03-04T20:30:00.000Z","0"
"2024-03-04T20:30:00.000Z","2024-03-04T20:45:00.000Z","0"
"2024-03-04T20:45:00.000Z","2024-03-04T21:00:00.000Z","0"
"2024-03-04T21:00:00.000Z","2024-03-04T21:15:00.000Z","0"
"2024-03-04T21:15:00.000Z","2024-03-04T21:30:00.000Z","0"
"2024-03-04T21:30:00.000Z","2024-03-04T21:45:00.000Z","0"
"2024-03-04T21:45:00.000Z","2024-03-04T22:00:00.000Z","0"
"2024-03-04T22:00:00.000Z","2024-03-04T22:15:00.000Z","0"
"2024-03-04T22:15:00.000Z","2024-03-04T22:30:00.000Z","0"
"2024-03-04T22:30:00.000Z","2024-03-04T22:45:00.000Z","0"
"2024-03-04T22:45:00.000Z","2024-03-04T23:00:00.000Z","0"
"2024-03-04T23:00:00.000Z","2024-03-04T23:15:00.000Z","0"
"2024-03-04T23:15:00.000Z","2024-03-04T23:30:00.000Z","0"
"2024-03-04T23:30:00.000Z","2024-03-04T23:45:00.000Z","0"
"2024-03-04T23:45:00.000Z","2024-03-05T00:00:00.000Z","0"
"2024-03-05T00:00:00.000Z","2024-03-05T00:15:00.000Z","0"
"2024-03-05T00:15:00.000Z","2024-03-05T00:30:00.000Z","0"
"2024-03-05T00:30:00.000Z","2024-03-05T00:45:00.000Z","0"
"2024-03-05T00:45:00.000Z","2024-03-05T01:00:00.000Z","0"
